,source,target
2303,cupim,superpastejo
2304,cupim,feijão
2305,cupim,cigarra
2306,cupim,forragear
2307,cupim,panicum
2308,cupim,sugador
2309,cupim,drenar
2310,bezerra,aspersor
2311,bezerra,componente
2312,bezerra,mitocondrial
2313,bezerra,fenotípico
2314,bezerra,homeopatia
2315,bezerra,vacinar
2316,bezerra,lodo
2317,bezerra,nuclear
2318,bezerra,reciclável
2319,bezerra,nucleotídeo
2320,sementes,plântula
2321,sementes,germinação
2322,sementes,semear
2323,sementes,associação
2324,sementes,fertilizante
2325,sementes,gênero
2326,sementes,aveia
2327,sementes,florescimento
2328,sementes,gradagem
2329,sementes,ataque
2330,principal,certo
2331,principal,banho
2332,principal,caixa
2333,principal,cítrico
2334,principal,entrada
2335,principal,digestivo
2336,principal,frio
2337,principal,úmido
2338,principal,parede
2339,principal,reação
2340,gradagem,aveia
2341,gradagem,avear
2342,gradagem,invasor
2343,gradagem,germinação
2344,gradagem,sulco
2345,gradagem,rasteiro
2346,gradagem,minutiflora
2347,gradagem,planta
2348,gradagem,ácidos
2349,gradagem,perfilhamento
2350,alto,fervente
2351,alto,grão
2352,alto,seca
2353,alto,baixo
2354,alto,gás
2355,alto,creme
2356,alto,população
2357,alto,queimar
2358,alto,combate
2359,alto,enxofre
2360,cetose,reciclagem
2361,cetose,estresse
2362,cetose,gargalo
2363,cetose,anestro
2364,cetose,líquida
2365,cetose,identificar
2366,cetose,uterino
2367,cetose,dosagem
2368,cetose,cérvix
2369,cetose,marcação
2370,engorda,oxitocina
2371,engorda,acasalar
2372,engorda,espermatozoide
2373,engorda,esperar
2374,engorda,aeróbia
2375,engorda,muco
2376,engorda,procurar
2377,engorda,fêmeo
2378,engorda,objetivo
2379,engorda,descendente
2380,sombrite,comercial
2381,sombrite,interação
2382,sombrite,manteiguer
2383,sombrite,aditivo
2384,sombrite,moer
2385,sombrite,amônio
2386,sombrite,viral
2387,sombrite,umbilical
2388,sombrite,perna
2389,sombrite,inflamação
2390,perfilhamento,minutiflora
2391,perfilhamento,rasteiro
2392,perfilhamento,sulco
2393,perfilhamento,ácidos
2394,perfilhamento,gradagem
2395,perfilhamento,invasor
2396,perfilhamento,avear
2397,perfilhamento,planta
2398,perfilhamento,plantar
2399,perfilhamento,germinação
2400,obra,pescoço
2401,obra,mão
2402,obra,mamadeira
2403,obra,secar
2404,obra,rufião
2405,obra,lactente
2406,obra,taxa
2407,obra,antibiótico
2408,obra,imunoglobulina
2409,obra,ordenhador
2410,fêmeo,macho
2411,fêmeo,tricros
2412,fêmeo,acasalar
2413,fêmeo,raço
2414,fêmeo,esperar
2415,fêmeo,animal
2416,fêmeo,mãe
2417,fêmeo,núcleo
2418,fêmeo,pelagem
2419,fêmeo,sexado
2420,frasco,velho
2421,frasco,odor
2422,frasco,manual
2423,frasco,mecânico
2424,frasco,contaminação
2425,frasco,via
2426,frasco,sadio
2427,frasco,desinfetante
2428,frasco,cru
2429,frasco,teteira
2430,vegetativo,florescimento
2431,vegetativo,tolerante
2432,vegetativo,raiz
2433,vegetativo,terreno
2434,vegetativo,inseto
2435,vegetativo,semear
2436,vegetativo,estolonífera
2437,vegetativo,floração
2438,vegetativo,panicum
2439,vegetativo,cigarra
2440,nlemfuensis,feijão
2441,nlemfuensis,palatabilidade
2442,nlemfuensis,sugador
2443,nlemfuensis,capim
2444,nlemfuensis,reflexo
2445,nlemfuensis,cupim
2446,nlemfuensis,decumbem
2447,nlemfuensis,praga
2448,nlemfuensis,superpastejo
2449,nlemfuensis,mucunoide
2450,gordo,gestante
2451,gordo,energético
2452,gordo,subnutrição
2453,gordo,desmamar
2454,gordo,vacar
2455,gordo,inseminador
2456,gordo,magro
2457,gordo,magra
2458,gordo,perder
2459,gordo,ingrediente
2460,liber,lado
2461,liber,libido
2462,liber,grande
2463,liber,vitro
2464,liber,tricomonose
2465,liber,fraco
2466,liber,procedimento
2467,liber,descer
2468,liber,ossaturo
2469,liber,técnico
2470,ruminal,abomaso
2471,ruminal,cloreto
2472,ruminal,excesso
2473,ruminal,salobrar
2474,ruminal,bicarbonato
2475,ruminal,telefone
2476,ruminal,deslocamento
2477,ruminal,pelar
2478,ruminal,trator
2479,ruminal,imunológico
2480,potássio,fósforo
2481,potássio,magnésio
2482,potássio,cobre
2483,potássio,congelar
2484,potássio,enxofrar
2485,potássio,cobalto
2486,potássio,língua
2487,potássio,sobrevivência
2488,potássio,delgar
2489,potássio,nutriente
2490,bicálcico,diferir
2491,bicálcico,profissional
2492,bicálcico,delgar
2493,bicálcico,tubulação
2494,bicálcico,órgão
2495,bicálcico,queijo
2496,bicálcico,prolapso
2497,bicálcico,textura
2498,bicálcico,proliferação
2499,bicálcico,suficiente
2500,ráquis,protease
2501,ráquis,digestivo
2502,ráquis,fértil
2503,ráquis,vacina
2504,ráquis,frio
2505,ráquis,amarelar
2506,ráquis,reação
2507,ráquis,acesso
2508,ráquis,certo
2509,ráquis,perene
2510,geladeira,ovulação
2511,geladeira,interferir
2512,geladeira,lácteo
2513,geladeira,bomba
2514,geladeira,oferecer
2515,geladeira,calor
2516,geladeira,calórico
2517,geladeira,gargalo
2518,geladeira,aborto
2519,geladeira,identificar
2520,humano,fígado
2521,humano,organismo
2522,humano,afetar
2523,humano,sabor
2524,humano,glândula
2525,humano,desinfetar
2526,humano,subterrâneo
2527,humano,gêmeo
2528,humano,material
2529,humano,tomar
2530,interação,manteiguer
2531,interação,aditivo
2532,interação,sombrite
2533,interação,comercial
2534,interação,perna
2535,interação,moer
2536,interação,pancadar
2537,interação,financeiro
2538,interação,fósforar
2539,interação,viral
2540,chorumar,nucleotídeo
2541,chorumar,inflorescência
2542,chorumar,biológico
2543,chorumar,régua
2544,chorumar,cair
2545,chorumar,sapé
2546,chorumar,cromossomo
2547,chorumar,estilosante
2548,chorumar,parâmetro
2549,chorumar,berne
2550,garantir,tomada
2551,garantir,cromossomo
2552,garantir,pesar
2553,garantir,orelha
2554,garantir,homeopatia
2555,garantir,vacinar
2556,garantir,aquoso
2557,garantir,sapé
2558,garantir,chorumar
2559,garantir,reciclável
2560,ataque,dactylon
2561,ataque,sugador
2562,ataque,terreno
2563,ataque,semear
2564,ataque,palatabilidade
2565,ataque,cigarra
2566,ataque,chorume
2567,ataque,vegetativo
2568,ataque,inseto
2569,ataque,panicum
2570,seiva,veneno
2571,seiva,elétrica
2572,seiva,armadilha
2573,seiva,fertilização
2574,seiva,placa
2575,seiva,efeito
2576,seiva,híbrido
2577,seiva,quebrar
2578,seiva,fértil
2579,seiva,ereto
2580,canhão,carrapaticidar
2581,canhão,bovino
2582,canhão,parasitário
2583,canhão,população
2584,canhão,músculo
2585,canhão,creme
2586,canhão,albumina
2587,canhão,evaporação
2588,canhão,tanque
2589,canhão,vermífugo
2590,placa,bom
2591,placa,seiva
2592,placa,veneno
2593,placa,elétrica
2594,placa,híbrido
2595,placa,fertilização
2596,placa,efeito
2597,placa,armadilha
2598,placa,elevar
2599,placa,cespitoso
2600,híbrido,fertilização
2601,híbrido,cespitoso
2602,híbrido,aspersão
2603,híbrido,estolão
2604,híbrido,bom
2605,híbrido,veneno
2606,híbrido,sapé
2607,híbrido,grosso
2608,híbrido,armadilha
2609,híbrido,diagnosticar
2610,circulação,aminar
2611,circulação,tanque
2612,circulação,barato
2613,circulação,armazenagem
2614,circulação,parasitário
2615,circulação,albumina
2616,circulação,inflamatório
2617,circulação,carrapaticidar
2618,circulação,bovino
2619,circulação,estábulo
2620,orelha,pesar
2621,orelha,garantir
2622,orelha,sapé
2623,orelha,tomada
2624,orelha,grosso
2625,orelha,híbrido
2626,orelha,testículo
2627,orelha,procedimento
2628,orelha,estéril
2629,orelha,ferramenta
2630,afetar,fígado
2631,afetar,humano
2632,afetar,sabor
2633,afetar,corpo
2634,afetar,tampão
2635,afetar,infeccioso
2636,afetar,subterrâneo
2637,afetar,aproveitar
2638,afetar,glândula
2639,afetar,exame
2640,glândula,homeopático
2641,glândula,organismo
2642,glândula,embrionário
2643,glândula,humano
2644,glândula,demandar
2645,glândula,célula
2646,glândula,gêmeo
2647,glândula,lugar
2648,glândula,mililitro
2649,glândula,afetar
2650,inflamatório,sanguíneo
2651,inflamatório,concreto
2652,inflamatório,vidro
2653,inflamatório,parasita
2654,inflamatório,estreptococo
2655,inflamatório,albumina
2656,inflamatório,diluição
2657,inflamatório,biossólido
2658,inflamatório,máximo
2659,inflamatório,tanque
2660,gramínea,leguminoso
2661,gramínea,plantio
2662,gramínea,tropical
2663,gramínea,solo
2664,gramínea,forrageiro
2665,gramínea,sulco
2666,gramínea,forrageira
2667,gramínea,pastagem
2668,gramínea,pastejo
2669,gramínea,minutiflora
2670,sensibilidade,seca
2671,sensibilidade,excremento
2672,sensibilidade,estaçãar
2673,sensibilidade,alto
2674,sensibilidade,enfermidade
2675,sensibilidade,lateral
2676,sensibilidade,recomendação
2677,sensibilidade,população
2678,sensibilidade,fervente
2679,sensibilidade,protozoário
2680,óxido,delgar
2681,óxido,digerir
2682,óxido,cobalto
2683,óxido,salinidade
2684,óxido,cobre
2685,óxido,manganês
2686,óxido,detergente
2687,óxido,tubulação
2688,óxido,magnésio
2689,óxido,trator
2690,adubar,tolerante
2691,adubar,irrigação
2692,adubar,floração
2693,adubar,raiz
2694,adubar,vegetativo
2695,adubar,florescimento
2696,adubar,gramíneo
2697,adubar,densidade
2698,adubar,estolonífera
2699,adubar,humidicola
2700,estábulo,pilha
2701,estábulo,bebedouro
2702,estábulo,aminar
2703,estábulo,músculo
2704,estábulo,aproveitar
2705,estábulo,geada
2706,estábulo,baia
2707,estábulo,quente
2708,estábulo,carrapaticidar
2709,estábulo,bezerreiro
2710,protozoário,lateral
2711,protozoário,administração
2712,protozoário,patogênico
2713,protozoário,estaçãar
2714,protozoário,vermífugo
2715,protozoário,combate
2716,protozoário,capineira
2717,protozoário,descornar
2718,protozoário,sensibilidade
2719,protozoário,subcutâneo
2720,inchar,presença
2721,inchar,divisória
2722,inchar,declive
2723,inchar,teta
2724,inchar,confiança
2725,inchar,procedimento
2726,inchar,oral
2727,inchar,lado
2728,inchar,tomada
2729,inchar,aquoso
2730,consumir,cisticercose
2731,consumir,lona
2732,consumir,organizar
2733,consumir,nutricional
2734,consumir,picar
2735,consumir,enfermidade
2736,consumir,trator
2737,consumir,freezer
2738,consumir,serragem
2739,consumir,manganês
2740,freezer,vedação
2741,freezer,lona
2742,freezer,organizar
2743,freezer,mucoso
2744,freezer,cisticercose
2745,freezer,consumir
2746,freezer,nutricional
2747,freezer,folicular
2748,freezer,motivo
2749,freezer,prostaglandina
2750,ressecamento,calcário
2751,ressecamento,verão
2752,ressecamento,copa
2753,ressecamento,drenar
2754,ressecamento,tóxico
2755,ressecamento,vegetal
2756,ressecamento,forragear
2757,ressecamento,ciclo
2758,ressecamento,caule
2759,ressecamento,químico
2760,gêmeo,distúrbio
2761,gêmeo,tubo
2762,gêmeo,resíduo
2763,gêmeo,aborto
2764,gêmeo,exame
2765,gêmeo,organismo
2766,gêmeo,humano
2767,gêmeo,casco
2768,gêmeo,hormônio
2769,gêmeo,glândula
2770,testículo,cirúrgico
2771,testículo,grosso
2772,testículo,aspersão
2773,testículo,vacina
2774,testículo,diagnosticar
2775,testículo,sapé
2776,testículo,solubilidade
2777,testículo,ferramenta
2778,testículo,fertilização
2779,testículo,fértil
2780,frio,digestivo
2781,frio,amarelar
2782,frio,certo
2783,frio,principal
2784,frio,protease
2785,frio,banho
2786,frio,barbela
2787,frio,cítrico
2788,frio,reação
2789,frio,parede
2790,metabolismo,pedra
2791,metabolismo,bovina
2792,metabolismo,paternidade
2793,metabolismo,enxofre
2794,metabolismo,olho
2795,metabolismo,ovino
2796,metabolismo,secretar
2797,metabolismo,profissional
2798,metabolismo,saginatar
2799,metabolismo,quente
2800,inundação,nutritivo
2801,inundação,touceira
2802,inundação,chorume
2803,inundação,hábito
2804,inundação,intoxicação
2805,inundação,pasto
2806,inundação,fotossensibilização
2807,inundação,bicheira
2808,inundação,ninfa
2809,inundação,quebrar
2810,pelar,excesso
2811,pelar,metabólico
2812,pelar,lactose
2813,pelar,trocar
2814,pelar,salobrar
2815,pelar,telefone
2816,pelar,bicarbonato
2817,pelar,ruminal
2818,pelar,cloreto
2819,pelar,abomaso
2820,deslocamento,abrigo
2821,deslocamento,espessura
2822,deslocamento,agudo
2823,deslocamento,ruminal
2824,deslocamento,adulto
2825,deslocamento,médico
2826,deslocamento,abomaso
2827,deslocamento,fabricante
2828,deslocamento,oxigênio
2829,deslocamento,parasitismo
2830,teor,comer
2831,teor,pico
2832,teor,maternidade
2833,teor,seco
2834,teor,base
2835,teor,basar
2836,teor,água
2837,teor,ingrediente
2838,teor,microbiano
2839,teor,tamponante
2840,adocicar,fase
2841,adocicar,prenhe
2842,adocicar,pico
2843,adocicar,feto
2844,adocicar,imunoglobulina
2845,adocicar,deslocamento
2846,adocicar,tostar
2847,adocicar,perder
2848,adocicar,concentração
2849,adocicar,indesejável
2850,corpo,bolsa
2851,corpo,somático
2852,corpo,afetar
2853,corpo,pilha
2854,corpo,tampão
2855,corpo,aminar
2856,corpo,inflamação
2857,corpo,cor
2858,corpo,circulação
2859,corpo,cirurgia
2860,sombrear,vácuo
2861,sombrear,utensílio
2862,sombrear,prolapso
2863,sombrear,queijo
2864,sombrear,tampa
2865,sombrear,semiáridar
2866,sombrear,bula
2867,sombrear,corrente
2868,sombrear,suficiente
2869,sombrear,carbonato
2870,infraestrutura,ave
2871,infraestrutura,colher
2872,infraestrutura,sobreordenha
2873,infraestrutura,aureus
2874,infraestrutura,acidente
2875,infraestrutura,clínico
2876,infraestrutura,morcego
2877,infraestrutura,examinar
2878,infraestrutura,patógeno
2879,infraestrutura,oral
2880,lesão,álcool
2881,lesão,sol
2882,lesão,confinar
2883,lesão,tratamento
2884,lesão,terapia
2885,lesão,pequeno
2886,lesão,desinfetar
2887,lesão,tomar
2888,lesão,médico
2889,lesão,cuidado
2890,agalactiae,bovil
2891,agalactiae,infectar
2892,agalactiae,úmer
2893,agalactiae,radiação
2894,agalactiae,escuro
2895,agalactiae,mourão
2896,agalactiae,doente
2897,agalactiae,contaminar
2898,agalactiae,cordoalha
2899,agalactiae,digestivo
2900,corporal,parto
2901,corporal,lactação
2902,corporal,prever
2903,corporal,bezerro
2904,corporal,vaca
2905,corporal,somatotropina
2906,corporal,vacar
2907,corporal,ração
2908,corporal,concentrado
2909,corporal,emagrecer
2910,raiz,estolonífera
2911,raiz,florescimento
2912,raiz,floração
2913,raiz,vegetativo
2914,raiz,tolerante
2915,raiz,inseto
2916,raiz,preparar
2917,raiz,calagem
2918,raiz,semear
2919,raiz,método
2920,ruziziensil,brizanthar
2921,ruziziensil,brachiaria
2922,ruziziensil,braquiária
2923,ruziziensil,purpureum
2924,ruziziensil,decumbem
2925,ruziziensil,cigarrinhar
2926,ruziziensil,semente
2927,ruziziensil,espécie
2928,ruziziensil,nlemfuensis
2929,ruziziensil,topografia
2930,morcego,sobreordenha
2931,morcego,via
2932,morcego,encharcamento
2933,morcego,lento
2934,morcego,transmissão
2935,morcego,nebulização
2936,morcego,bacteriano
2937,morcego,sadio
2938,morcego,teteira
2939,morcego,auxiliar
2940,núcleo,animal
2941,núcleo,macho
2942,núcleo,irmão
2943,núcleo,pelagem
2944,núcleo,fêmeo
2945,núcleo,acasalar
2946,núcleo,tricros
2947,núcleo,ectoparasita
2948,núcleo,sexado
2949,núcleo,fêmea
2950,concentrar,dieta
2951,concentrar,concentrado
2952,concentrar,vitamina
2953,concentrar,volumoso
2954,concentrar,alimento
2955,concentrar,ração
2956,concentrar,proteína
2957,concentrar,balancear
2958,concentrar,mineral
2959,concentrar,prever
2960,mineralizado,fibra
2961,mineralizado,cocho
2962,mineralizado,microbiano
2963,mineralizado,base
2964,mineralizado,suplemento
2965,mineralizado,novilha
2966,mineralizado,suplementar
2967,mineralizado,concentração
2968,mineralizado,vermifugar
2969,mineralizado,bicarbonato
2970,fósforo,potássio
2971,fósforo,magnésio
2972,fósforo,cobre
2973,fósforo,congelar
2974,fósforo,sobrevivência
2975,fósforo,enxofrar
2976,fósforo,cobalto
2977,fósforo,delgar
2978,fósforo,língua
2979,fósforo,cloro
2980,oxitocina,muco
2981,oxitocina,espermatozoide
2982,oxitocina,engorda
2983,oxitocina,objetivo
2984,oxitocina,teta
2985,oxitocina,aeróbia
2986,oxitocina,esperar
2987,oxitocina,técnico
2988,oxitocina,descendente
2989,oxitocina,liber
2990,saginatar,enxofre
2991,saginatar,queimar
2992,saginatar,paternidade
2993,saginatar,hipoclorito
2994,saginatar,bovina
2995,saginatar,tristeza
2996,saginatar,diarrear
2997,saginatar,pedra
2998,saginatar,profissional
2999,saginatar,proliferação
3000,capim,feijão
3001,capim,maturação
3002,capim,nlemfuensis
3003,capim,hectare
3004,capim,plantar
3005,capim,cupim
3006,capim,samambaia
3007,capim,mucunoide
3008,capim,reflexo
3009,capim,gênerar
3010,salobrar,pelar
3011,salobrar,telefone
3012,salobrar,ruminal
3013,salobrar,abomaso
3014,salobrar,cloreto
3015,salobrar,bicarbonato
3016,salobrar,excesso
3017,salobrar,lactose
3018,salobrar,trocar
3019,salobrar,metabólico
3020,toxina,arroxear
3021,toxina,luz
3022,toxina,capitata
3023,toxina,coler
3024,toxina,mosca
3025,toxina,rizoma
3026,toxina,berne
3027,toxina,galpão
3028,toxina,armadilha
3029,toxina,arbóreo
3030,ácido,ferimento
3031,ácido,molécular
3032,ácido,matar
3033,ácido,bermuda
3034,ácido,diferir
3035,ácido,derivar
3036,ácido,ventilar
3037,ácido,pele
3038,ácido,isolamento
3039,ácido,micuim
3040,método,estolonífera
3041,método,foliar
3042,método,preparar
3043,método,dormência
3044,método,vegetação
3045,método,raiz
3046,método,florescimento
3047,método,calagem
3048,método,pus
3049,método,afecção
3050,cisteína,canavial
3051,cisteína,colmo
3052,cisteína,cestoide
3053,cisteína,subcutâneo
3054,cisteína,úmer
3055,cisteína,administração
3056,cisteína,doente
3057,cisteína,agalactiae
3058,cisteína,bovil
3059,cisteína,acesso
3060,cama,ácer
3061,cama,sintoma
3062,cama,ginecológico
3063,cama,fator
3064,cama,úmido
3065,cama,regra
3066,cama,baixo
3067,cama,pasteurização
3068,cama,tecer
3069,cama,queimar
3070,dedo,aeração
3071,dedo,tanchagem
3072,dedo,planejamento
3073,dedo,barato
3074,dedo,patogênico
3075,dedo,globulina
3076,dedo,armazenagem
3077,dedo,estaçãar
3078,dedo,embrionário
3079,dedo,rancificação
3080,nutritivo,inundação
3081,nutritivo,pasto
3082,nutritivo,fotossensibilização
3083,nutritivo,bicheira
3084,nutritivo,touceira
3085,nutritivo,hábito
3086,nutritivo,florescer
3087,nutritivo,intoxicação
3088,nutritivo,veranico
3089,nutritivo,ninfa
3090,tropical,leguminoso
3091,tropical,gramínea
3092,tropical,pastejo
3093,tropical,invasor
3094,tropical,sulco
3095,tropical,plantio
3096,tropical,planta
3097,tropical,forrageira
3098,tropical,minutiflora
3099,tropical,ressemeadura
3100,cortar,verminose
3101,cortar,febre
3102,cortar,ar
3103,cortar,intestino
3104,cortar,açúcar
3105,cortar,iodofórmio
3106,cortar,folicular
3107,cortar,ferir
3108,cortar,morte
3109,cortar,operação
3110,nitrogenada,babesiose
3111,nitrogenada,nitrogênio
3112,nitrogenada,extração
3113,nitrogenada,flúor
3114,nitrogenada,alumínio
3115,nitrogenada,radicular
3116,nitrogenada,copa
3117,nitrogenada,raspagem
3118,nitrogenada,sphacelatar
3119,nitrogenada,irrigação
3120,corrente,aureu
3121,corrente,carbonato
3122,corrente,coliforme
3123,corrente,proporção
3124,corrente,apetite
3125,corrente,utensílio
3126,corrente,semiáridar
3127,corrente,micuim
3128,corrente,vapor
3129,corrente,limpar
3130,compactação,aparelho
3131,compactação,ensilar
3132,compactação,rotacionar
3133,compactação,anemia
3134,compactação,miíase
3135,compactação,fermentação
3136,compactação,cortar
3137,compactação,mucoso
3138,compactação,picar
3139,compactação,serragem
3140,abomaso,ruminal
3141,abomaso,cloreto
3142,abomaso,fabricante
3143,abomaso,graxo
3144,abomaso,agudo
3145,abomaso,oxigênio
3146,abomaso,salobrar
3147,abomaso,abrigo
3148,abomaso,telefone
3149,abomaso,deslocamento
3150,quebrar,hábito
3151,quebrar,ninfa
3152,quebrar,gear
3153,quebrar,desidratação
3154,quebrar,elétrica
3155,quebrar,ereto
3156,quebrar,reação
3157,quebrar,veneno
3158,quebrar,fértil
3159,quebrar,seiva
3160,álcool,desinfetar
3161,álcool,lesão
3162,álcool,rançoso
3163,álcool,utensílio
3164,álcool,hormônio
3165,álcool,vácuo
3166,álcool,dose
3167,álcool,contaminação
3168,álcool,semiáridar
3169,álcool,confinar
3170,armadilha,fertilização
3171,armadilha,arroxear
3172,armadilha,aspersão
3173,armadilha,toxina
3174,armadilha,seiva
3175,armadilha,veneno
3176,armadilha,híbrido
3177,armadilha,diagnosticar
3178,armadilha,berne
3179,armadilha,luz
3180,cocho,suplementar
3181,cocho,mineralizado
3182,cocho,microbiano
3183,cocho,proteico
3184,cocho,suplemento
3185,cocho,fibra
3186,cocho,concentração
3187,cocho,cloro
3188,cocho,novilha
3189,cocho,magnésio
3190,lançar,bactéria
3191,lançar,doente
3192,lançar,boca
3193,lançar,diluição
3194,lançar,vento
3195,lançar,escuro
3196,lançar,iodar
3197,lançar,radiação
3198,lançar,vermelhinho
3199,lançar,cordoalha
3200,rebanhar,médio
3201,rebanhar,rebanho
3202,rebanhar,mau
3203,rebanhar,reprodutivo
3204,rebanhar,descartar
3205,rebanhar,pé
3206,rebanhar,leite
3207,rebanhar,pelagem
3208,rebanhar,artificial
3209,rebanhar,consumidor
3210,recurso,ventilação
3211,recurso,encharcamento
3212,recurso,teteira
3213,recurso,vapor
3214,recurso,via
3215,recurso,laboratório
3216,recurso,contaminação
3217,recurso,tampa
3218,recurso,patógeno
3219,recurso,lento
3220,desaleitar,desaleitamento
3221,desaleitar,pescoço
3222,desaleitar,balde
3223,desaleitar,antibiótico
3224,desaleitar,ordenha
3225,desaleitar,taxa
3226,desaleitar,mamário
3227,desaleitar,glândular
3228,desaleitar,junto
3229,desaleitar,mamar
3230,pus,preparar
3231,pus,infestar
3232,pus,macio
3233,pus,tolerância
3234,pus,vegetação
3235,pus,dormência
3236,pus,mineralizar
3237,pus,doméstico
3238,pus,carga
3239,pus,inseto
3240,lactação,parto
3241,lactação,corporal
3242,lactação,bezerro
3243,lactação,vaca
3244,lactação,prever
3245,lactação,vacar
3246,lactação,somatotropina
3247,lactação,gestante
3248,lactação,demorar
3249,lactação,gordura
3250,fósforar,pancadar
3251,fósforar,aditivo
3252,fósforar,digestãar
3253,fósforar,interação
3254,fósforar,financeiro
3255,fósforar,manteiguer
3256,fósforar,gesso
3257,fósforar,moer
3258,fósforar,alta
3259,fósforar,comercial
3260,comercial,sombrite
3261,comercial,amônio
3262,comercial,viral
3263,comercial,aditivo
3264,comercial,verme
3265,comercial,interação
3266,comercial,acetonemia
3267,comercial,caseína
3268,comercial,umbilical
3269,comercial,financeiro
3270,diferir,matar
3271,diferir,órgão
3272,diferir,casca
3273,diferir,ácido
3274,diferir,profissional
3275,diferir,paternidade
3276,diferir,tanques
3277,diferir,bicálcico
3278,diferir,ventilar
3279,diferir,pele
3280,heterose,cruzamento
3281,heterose,gir
3282,heterose,zebuína
3283,heterose,raça
3284,heterose,holandês
3285,heterose,guzer
3286,heterose,genético
3287,heterose,guzerá
3288,heterose,zebuíno
3289,heterose,progênie
3290,enxofrar,língua
3291,enxofrar,cobalto
3292,enxofrar,raspagem
3293,enxofrar,excremento
3294,enxofrar,enxofre
3295,enxofrar,magnésio
3296,enxofrar,bovina
3297,enxofrar,delgar
3298,enxofrar,seca
3299,enxofrar,manganês
3300,energético,gordo
3301,energético,tamponante
3302,energético,ingrediente
3303,energético,gestante
3304,energético,desmamar
3305,energético,subnutrição
3306,energético,fisiológico
3307,energético,vermifugar
3308,energético,base
3309,energético,vacar
3310,volumoso,concentrar
3311,volumoso,dieta
3312,volumoso,balancear
3313,volumoso,terço
3314,volumoso,mineral
3315,volumoso,vitamina
3316,volumoso,alimento
3317,volumoso,concentrado
3318,volumoso,proteína
3319,volumoso,ração
3320,cloro,íom
3321,cloro,congelar
3322,cloro,demanda
3323,cloro,novilha
3324,cloro,suplemento
3325,cloro,cobre
3326,cloro,cocho
3327,cloro,magnésio
3328,cloro,suplementar
3329,cloro,indesejável
3330,ar,açúcar
3331,ar,verminose
3332,ar,intestino
3333,ar,febre
3334,ar,graxo
3335,ar,cortar
3336,ar,partícula
3337,ar,médico
3338,ar,cavalo
3339,ar,digestão
3340,desinfetante,brinco
3341,desinfetante,velho
3342,desinfetante,treinamento
3343,desinfetante,plástico
3344,desinfetante,frasco
3345,desinfetante,desinfecção
3346,desinfetante,álcool
3347,desinfetante,acidente
3348,desinfetante,rançoso
3349,desinfetante,subclínica
3350,demanda,congelar
3351,demanda,novilha
3352,demanda,íom
3353,demanda,detergente
3354,demanda,cobre
3355,demanda,indesejável
3356,demanda,cloro
3357,demanda,sobrevivência
3358,demanda,óxido
3359,demanda,alta
3360,animal,núcleo
3361,animal,macho
3362,animal,pelagem
3363,animal,fêmeo
3364,animal,irmão
3365,animal,acasalar
3366,animal,sexado
3367,animal,ectoparasita
3368,animal,tricros
3369,animal,esperar
3370,geada,bezerreiro
3371,geada,baia
3372,geada,secretar
3373,geada,quente
3374,geada,funcionar
3375,geada,farinha
3376,geada,metionina
3377,geada,estábulo
3378,geada,efluente
3379,geada,músculo
3380,estirpe,cuidado
3381,estirpe,prostração
3382,estirpe,semiáridar
3383,estirpe,treinamento
3384,estirpe,limpar
3385,estirpe,desinfecção
3386,estirpe,utensílio
3387,estirpe,aureu
3388,estirpe,tratamento
3389,estirpe,sombrear
3390,cauda,arroxear
3391,cauda,máximo
3392,cauda,biossólido
3393,cauda,toxina
3394,cauda,berne
3395,cauda,alvenaria
3396,cauda,mosca
3397,cauda,armadilha
3398,cauda,inoculação
3399,cauda,desânimo
3400,vermelhinho,parede
3401,vermelhinho,entrada
3402,vermelhinho,escuro
3403,vermelhinho,malha
3404,vermelhinho,contagioso
3405,vermelhinho,radiação
3406,vermelhinho,contaminar
3407,vermelhinho,cordoalha
3408,vermelhinho,lançar
3409,vermelhinho,certo
3410,desmamar,subnutrição
3411,desmamar,inseminador
3412,desmamar,magra
3413,desmamar,perder
3414,desmamar,gordo
3415,desmamar,fisiológico
3416,desmamar,uterino
3417,desmamar,tostar
3418,desmamar,magro
3419,desmamar,feto
3420,trator,secreção
3421,trator,salinidade
3422,trator,digestão
3423,trator,manganês
3424,trator,ruminal
3425,trator,parasitismo
3426,trator,digerir
3427,trator,abomaso
3428,trator,imunidade
3429,trator,recomendação
3430,terapêutico,ultrassonografia
3431,terapêutico,íom
3432,terapêutico,fósforar
3433,terapêutico,legislação
3434,terapêutico,cloro
3435,terapêutico,manteiguer
3436,terapêutico,conservante
3437,terapêutico,pancadar
3438,terapêutico,financeiro
3439,terapêutico,aditivo
3440,desmame,perda
3441,desmame,mamário
3442,desmame,feto
3443,desmame,tostar
3444,desmame,microbiana
3445,desmame,fisiológico
3446,desmame,inseminador
3447,desmame,perder
3448,desmame,balde
3449,desmame,magra
3450,subcutâneo,capineira
3451,subcutâneo,vidro
3452,subcutâneo,albumina
3453,subcutâneo,biossólido
3454,subcutâneo,colmo
3455,subcutâneo,tanque
3456,subcutâneo,parasita
3457,subcutâneo,estreptococo
3458,subcutâneo,parasitário
3459,subcutâneo,inflamatório
3460,zebuíno,puro
3461,zebuíno,progênie
3462,zebuíno,genético
3463,zebuíno,guzer
3464,zebuíno,cruza
3465,zebuíno,gir
3466,zebuíno,aptidão
